Date,Time,Hour,Year,Month,Day,DayOfWeek,Crash Latitude,Crash Longitude,KABCO Severity,# of Fatalities per Crash,# Serious Injuries,# Visible Injuries,Geolocated City,Geolocated County,Roadway (From Crash Report),Intersection Name (from Crash Report),Manner of Collision (Crash Level),Location at Impact (Crash Level),Light Conditions (Crash Level),Weather Conditions (Crash Level),Surface Condition (Crash Level),Agency Name (Crash Level),Safety Equipment (Crash Level),First Harmful Event (Unit Order),Most Harmful Event (Crash Level),"Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)",join_id,Crash_to_TMAS_m
2022-01-10,17:23:00,17,2022,1,10,Monday,33.805889,-84.38195,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 South,Ga-400 and I-85 South,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,322,244.25175301941687
2022-01-11,17:30:00,17,2022,1,11,Tuesday,33.760269,-84.380146,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-7585 S,I-7585 S and Andrew Young International Blv,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,9,233.34287759963848
2022-01-11,09:00:00,9,2022,1,11,Tuesday,33.79794,-84.393271,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,85.55816348030186
2022-01-11,16:05:00,16,2022,1,11,Tuesday,33.757414,-84.380231,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,John Wesley Dobbs Ave Ne,Jesse Hill Jr Dr Ne and John Wesley Dobbs Ave Ne,Angle Crash,On Roadway - Driveway Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Disregard Other Traffic Control"",""Disregard Other Traffic Control""]",9,221.7643775676628
2022-01-11,13:02:00,13,2022,1,11,Tuesday,33.743495,-84.378554,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20 West,Hill St and I-20 West,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Changed Lanes Improperly""]",77,41.35677010424551
2022-01-11,10:57:00,10,2022,1,11,Tuesday,33.798569,-84.393067,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Ga-400 South,Lenox Rd and Ga-400 South,Sideswipe-Same Direction,Entrance/Exit Ramp,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,R365,143.92968617236983
2022-01-11,16:12:00,16,2022,1,11,Tuesday,33.763978,-84.491852,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20 East,I-20 East and I-285  North,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R376,49.95137578795888
2022-01-11,16:15:00,16,2022,1,11,Tuesday,33.796868,-84.395212,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75Sb,I-75Sb and Northside Dr,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)""]","[""Motor Vehicle in Motion"",""Parked Motor Vehicle""]","[""Motor Vehicle in Motion"",""Parked Motor Vehicle""]",,R356,92.05939215775302
2022-01-12,08:55:00,8,2022,1,12,Wednesday,33.798077,-84.395915,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75 South,I-75 South and Deering Rd Overpass,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,176.26125949250888
2022-01-12,13:40:00,13,2022,1,12,Wednesday,33.785549,-84.401878,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Snyder St Nw,14Th St Nw and Snyder St Nw,Sideswipe-Opposite Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Disregard Other Traffic Control"",""Inattentive or Other Distraction (Distracted)""]",86,247.21713590928695
2022-01-12,07:37:00,7,2022,1,12,Wednesday,33.743307,-84.379296,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 Wb,I-20 Wb and Boulevard Se,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,59.14866609472824
2022-01-13,20:03:00,20,2022,1,13,Thursday,33.797951,-84.39584,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Exit 251,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Motor Vehicle in Motion,Improper Passing,R365,165.81877479269252
2022-01-13,23:30:00,23,2022,1,13,Thursday,33.743698,-84.403736,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Whitehall St Sw,Mcdaniel St Sw and Whitehall St Sw,Sideswipe-Opposite Direction,On Roadway - Roadway Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Disregard Stop Sign/Signal,315,139.7356907570765
2022-01-13,16:00:00,16,2022,1,13,Thursday,33.798825,-84.392278,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,216.7005508396293
2022-01-13,17:00:00,17,2022,1,13,Thursday,33.756963,-84.378324,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Auburn Ave Ne,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Motor Vehicle in Motion,Changed Lanes Improperly,9,196.30217761800805
2022-01-14,16:20:00,16,2022,1,14,Friday,33.807028,-84.380108,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Child Restraint System (Properly Used)"",""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,322,34.77261805569587
2022-01-14,01:05:00,1,2022,1,14,Friday,33.74413,-84.400861,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20,I-20 and Windsor St Sw,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""None Used"",""None Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,315,207.6615381826821
2022-01-14,08:45:00,8,2022,1,14,Friday,33.795718,-84.393652,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R356,104.99341596450051
2022-01-14,14:45:00,14,2022,1,14,Friday,33.8069,-84.380272,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,322,53.5958239236244
2022-01-14,02:20:00,2,2022,1,14,Friday,33.786206,-84.401912,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,14Th St Nw,14Th St Nw and Snyder St Nw,Not a Collision with Motor Vehicle,Off Roadway - Sidewalk,Dark-Lighted,Clear,Dry,Atlanta Police Department,Lap and Shoulder Belt Used,Other Non-Collision,Utility Pole,"[""Under the Influence (U.I.)"",""Driver Condition""]",86,233.2799506194299
2022-01-14,21:47:00,21,2022,1,14,Friday,33.794692,-84.39304,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Driveway Intersection,Dark-Lighted,Cloudy,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,103.79070731771128
2022-01-15,11:30:00,11,2022,1,15,Saturday,33.798685,-84.395714,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Exit 85 Rp,None and Exit 85 Rp,Not a Collision with Motor Vehicle,Off Roadway,Daylight,Clear,Dry,Atlanta Police Department,Lap and Shoulder Belt Used,Motor Vehicle in Motion,Motor Vehicle in Motion,Driver Lost Control,R365,191.9511770873703
2022-01-15,14:00:00,14,2022,1,15,Saturday,33.742131,-84.404547,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20,None and I-20,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,315,203.45052882727944
2022-01-15,10:30:00,10,2022,1,15,Saturday,33.75742,-84.380197,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,John Wesley Dobbs Ave Ne,Jesse Hill Jr Dr Ne and John Wesley Dobbs Ave Ne,Angle Crash,On Roadway - Roadway Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Disregard Stop Sign/Signal"",""Disregard Stop Sign/Signal""]",9,218.9601259864037
2022-01-15,05:00:00,5,2022,1,15,Saturday,33.759465,-84.378857,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Ellis St Ne,Sideswipe-Same Direction,On Shoulder,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Highway Traffic Sign Post"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Highway Traffic Sign Post""]",Changed Lanes Improperly,9,90.64542466450918
2022-01-15,09:19:00,9,2022,1,15,Saturday,33.759358,-84.378296,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Ellis St Ne,Ellis St Ne and John Lewis Freedom Pkwy Ne,Rear End,On Roadway - Roadway Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Driver Condition,9,70.77727984939365
2022-01-15,17:30:00,17,2022,1,15,Saturday,33.760025,-84.379173,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Andrew Young International Blvd Ne,Rear End,On Roadway - Roadway Intersection,Dawn,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Other Interior Distraction (Distracted)""]",9,159.3327894514866
2022-01-15,18:00:00,18,2022,1,15,Saturday,33.757607,-84.378832,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and John Wesley Dobbs Ave Ne,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Changed Lanes Improperly""]",9,130.0521532470614
2022-01-15,05:01:00,5,2022,1,15,Saturday,33.807336,-84.379414,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 Exit 86 Rp,None and I-85 Exit 86 Rp,Not a Collision with Motor Vehicle,Entrance/Exit Ramp,Dark-Lighted,Cloudy,Dry,Atlanta Police Department,Unknown,Median Barrier,Median Barrier,Driver Lost Control,322,40.70330659698186
2022-01-15,15:12:00,15,2022,1,15,Saturday,33.764758,-84.49328,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20,None and I-20,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R376,203.26406314504996
2022-01-16,18:35:00,18,2022,1,16,Sunday,33.796204,-84.394772,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 Exit 250,I-75 S and I-75 Exit 250,Angle Crash,On Roadway - Non-Intersection,Dark-Lighted,Cloudy,Water (standing or moving),Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R356,49.72418498291083
2022-01-16,23:25:00,23,2022,1,16,Sunday,33.763265,-84.491298,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Exit 51B Rp,None and Exit 51B Rp,Not a Collision with Motor Vehicle,Off Roadway,Dark-Lighted,Rain,Water (standing or moving),Atlanta Police Department,"[""Unknown"",""Unknown""]",Ditch,Ditch,Too Fast for Conditions,R376,44.77211344368886
2022-01-16,04:15:00,4,2022,1,16,Sunday,33.797161,-84.3954,(B) Suspected Minor/Visible Injury,0.0,0.0,1.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Rain,Wet,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Motor Vehicle in Motion,Following Too Close,R356,124.5782395749046
2022-01-18,01:35:00,1,2022,1,18,Tuesday,33.759659,-84.378482,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Fort St Ne,Fort St Ne and John Lewis Freedom Pkwy Ne,Not a Collision with Motor Vehicle,Off Roadway,Dark-Lighted,Clear,Dry,Atlanta Police Department,Unknown,Motor Vehicle in Motion,Motor Vehicle in Motion,"[""Driver Lost Control"",""Under the Influence (U.I.)"",""Reckless Driving""]",9,103.18913474115142
2022-01-19,19:10:00,19,2022,1,19,Wednesday,33.795034,-84.391559,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,40.857728807662525
2022-01-19,19:19:00,19,2022,1,19,Wednesday,33.79312,-84.391923,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""None Used"",""None Used"",""None Used"",""None Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,R378,213.15112842345647
2022-01-19,12:18:00,12,2022,1,19,Wednesday,33.807246,-84.379822,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85,I-85 and Buford Hwy,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,322,18.902016861234134
2022-01-19,19:25:00,19,2022,1,19,Wednesday,33.795008,-84.391536,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,43.129324103033234
2022-01-19,14:00:00,14,2022,1,19,Wednesday,33.796205,-84.394772,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Angle Crash,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Changed Lanes Improperly""]",R356,49.65840849887141
2022-01-19,20:00:00,20,2022,1,19,Wednesday,33.786226,-84.406976,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Hemphill Ave Nw,14Th St Nw and Hemphill Ave Nw,Sideswipe-Same Direction,On Roadway - Roadway Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Aggressive Driving,86,235.8903333372001
2022-01-19,17:44:00,17,2022,1,19,Wednesday,33.87314,-84.445156,(B) Suspected Minor/Visible Injury,0.0,0.0,2.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Driver Lost Control,308,157.66436960408282
2022-01-20,11:30:00,11,2022,1,20,Thursday,33.687127,-84.40143,(B) Suspected Minor/Visible Injury,0.0,0.0,1.0,Atlanta,FULTON,I-85 South,I-85 South and Metropolitan,Not a Collision with Motor Vehicle,Off Roadway,Daylight,Rain,Wet,Gsp Post 00,Lap and Shoulder Belt Used,Median Barrier,Median Barrier,Too Fast for Conditions,R357,89.98343250221154
2022-01-20,14:10:00,14,2022,1,20,Thursday,33.798012,-84.393516,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Interstate 85 Southbound,Georgia 13 and Interstate 85 Southbound,Rear End,On Roadway - Non-Intersection,Daylight,Rain,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,70.82520655936862
2022-01-20,18:58:00,18,2022,1,20,Thursday,33.872691,-84.444745,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 Northbound,Mt. Paran Road and I-75 Northbound,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,308,220.31363756463
2022-01-20,18:33:00,18,2022,1,20,Thursday,33.797943,-84.395836,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Interstate 7585 North,Interstate 7585 North and Interstate 75 North Split,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,165.25196517455225
2022-01-20,18:20:00,18,2022,1,20,Thursday,33.873027,-84.445048,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75Nb X Mt. Paran Road,None and I-75Nb X Mt. Paran Road,Rear End,On Roadway - Non-Intersection,Dark-Not Lighted,Cloudy,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Following Too Close""]",308,173.67473217797044
