"# Serious Injuries","# Visible Injuries","Agency Name (Crash Level) ","Date","Intersection Name (from Crash Report)","KABCO Severity","Light Conditions (Crash Level)","Location at Impact (Crash Level) ","Manner of Collision (Crash Level) ","Roadway (From Crash Report)","Surface Condition (Crash Level) ","Time","Safety Equipment (Crash Level) ","Weather Conditions (Crash Level)","# of Fatalities per Crash","Latitude","Longitude","Geolocated City","Geolocated County","First Harmful Event (Unit Order)","Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)","Most Harmful Event (Crash Level)"
0,0,"Gsp Post 00","2022-10-31","Interstate 85 North and University Avenue Underpass","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","Interstate 85 North","Wet","07:50:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.713705,-84.399696,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","None and Alison Ct Sw","(O) No Injury","Daylight","Off Roadway","Not a Collision with Motor Vehicle","Alison Ct Sw","Wet","09:26:00","[""Unknown"",""Unknown""]","Cloudy",0,33.700274,-84.451388,"Atlanta","FULTON","Fence","Driver Lost Control","Fence"
0,0,"Atlanta Police Department","2022-10-31","Boulevard Ne and John Lewis Freedom Pkwy Ne","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Head On","John Lewis Freedom Pkwy Ne","Wet","03:24:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.760229,-84.37227,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Disregard Other Traffic Control"",""Too Fast for Conditions""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","None and Ramp From I-7585 North To I-2","(C) Possible Injury / Complaint","Daylight","Entrance/Exit Ramp","Not a Collision with Motor Vehicle","Ramp From I-7585 North To I-2","Wet","09:42:00","[""Lap and Shoulder Belt Used"",""None Used""]","Rain",0,33.746037,-84.39104,"Atlanta","FULTON","[""Parked Motor Vehicle"",""Motor Vehicle in Motion""]","Too Fast for Conditions","[""Parked Motor Vehicle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Courtland St Ne and John Portman Blvd Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","Courtland St Ne","Dry","17:05:00","[""Unknown"",""Unknown""]","Clear",0,33.760933,-84.384177,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","I-75 Nb and University Ave","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-75 Nb","Dry","15:30:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.724473,-84.394004,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","None and I-7585 North Entrance Ramp Fr","(O) No Injury","Dark-Not Lighted","Entrance/Exit Ramp","Sideswipe-Same Direction","I-7585 North Entrance Ramp Fr","Wet","06:20:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.7466,-84.387389,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","W Wesley Rd Nw and Nancy Creek Rd Nw","(O) No Injury","Dawn","On Roadway - Roadway Intersection","Rear End","W Wesley Rd Nw","Wet","08:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.838925,-84.441761,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Backing","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Milton Ave Se and Hank Aaron Dr Se","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","Milton Ave Se","Dry","16:50:00","[""Unknown"",""Unknown""]","Clear",0,33.724935,-84.388075,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Emery St Nw and Collier Rd Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Angle Crash","Collier Rd Nw","Wet","08:30:00","[""Shoulder Belt Only Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.809453,-84.413611,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","Ga 400 N and Windsor Pkwy","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Sideswipe-Same Direction","Ga 400 N","Wet","07:50:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.872684,-84.364941,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Median Barrier""]"
0,0,"Gsp Post 00","2022-10-31","I-20 E and Linkwood Rd","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-20 E","Wet","11:34:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.766127,-84.499496,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Cherokee Rd Nw and Habersham Rd Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","Habersham Rd Nw","Dry","14:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.832111,-84.394098,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","W Lake Ave Sw and Martin Luther King Jr Dr Nw","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Angle Crash","W Lake Ave Sw","Dry","22:10:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.751034,-84.444138,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Pryor Rd Sw and Thirkield Ave Sw","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Angle Crash","Thirkield Ave Sw","Wet","03:50:00","[""Unknown"",""Unknown""]","Rain",0,33.713364,-84.393488,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Ellis St Ne and Courtland St Ne","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Angle Crash","Courtland St Ne","Dry","23:25:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.758392,-84.38422,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Turn","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Forrest Way Ne and Lakeview Ave Ne","(O) No Injury","Daylight","On Roadway - Driveway Intersection","Sideswipe-Same Direction","Forrest Way Ne","Wet","11:13:00","Unknown","Cloudy",0,33.824293,-84.379567,"Atlanta","FULTON","[""Parked Motor Vehicle"",""Motor Vehicle in Motion""]",,"[""Parked Motor Vehicle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","North Ave Ne and Boulevard Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Angle Crash","Boulevard Ne","Dry","11:54:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.771176,-84.371756,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Disregard Other Traffic Control","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Dekalb Co Police Department","2022-10-31","Clifton Rd and N Decatur Rd","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Rear End","N Decatur Rd","Wet","09:33:00","Unknown","Cloudy",0,33.788892,-84.320713,"Unincorporated","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","I-85 North and Cleveland Ave","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Rear End","I-85 North","Wet","07:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.684795,-84.404096,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Too Fast for Conditions"",""Following Too Close""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","None and Virginia Cir Ne","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","Virginia Cir Ne","Wet","12:40:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.781044,-84.357573,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Hollywood Rd Nw and Donald Lee Hollowell Pkwy Nw","(O) No Injury","Dark-Not Lighted","On Roadway - Non-Intersection","Rear End","Donald Lee Hollowell Pkwy Nw","Water (standing or moving)","07:00:00","[""Unknown"",""Unknown""]","Rain",0,33.776726,-84.449879,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Parked Motor Vehicle""]","[""Following Too Close"",""Parked Improperly""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Parked Motor Vehicle""]"
0,0,"Gsp Post 00","2022-10-31","I-20 W and Moreland Ave","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-20 W","Wet","08:42:00","[""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)"",""Lap and Shoulder Belt Used""]","Rain",0,33.74565,-84.347168,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","United Ave Se and Ormewood Ave Se","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","United Ave Se","Wet","07:34:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap Belt Only Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.733693,-84.364904,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","Mm 59.1 and Interstate 20 West","(C) Possible Injury / Complaint","Dark-Not Lighted","Median","Not a Collision with Motor Vehicle","Interstate 20 West","Wet","05:41:00","Lap and Shoulder Belt Used","Rain",0,33.743485,-84.366257,"Atlanta","FULTON","Median Barrier","Driver Lost Control","Median Barrier"
0,0,"Atlanta Police Department","2022-10-31","I-75 and I-75 N","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-75","Wet","01:25:00","[""Unknown"",""Unknown""]","Clear",0,33.767921,-84.389928,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Driver Lost Control","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","I-20 Eb and Fairburn Rd","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-20 Eb","Wet","10:02:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.76601,-84.501606,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","None and I-75","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Non-Intersection","Rear End","I-75","Dry","22:40:00","[""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.750089,-84.382194,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Following Too Close""]","Motor Vehicle in Motion"
0,0,"Atlanta Police Department","2022-10-31","Memorial Dr Sw and Washington St Sw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Rear End","Memorial Dr Sw","Water (standing or moving)","08:45:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Cloudy",0,33.746918,-84.390896,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Backing","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Spring St Nw and North Ave Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","North Ave Nw","Dry","15:00:00","[""Unknown"",""Unknown""]","Clear",0,33.771238,-84.388438,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","2022-10-31","Central Ave Sw and Richardson St Sw","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Roadway Intersection","Angle Crash","Richardson St Sw","Dry","21:40:00","[""None Used"",""None Used"",""None Used""]","Clear",0,33.740714,-84.393434,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","None and I-285 Sb Just South Of Hollowe","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-285 Sb Just South Of Hollowe","Dry","09:22:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Unknown""]","Cloudy",0,33.773007,-84.496229,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","5Th St and I-75I-85Sb","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-75I-85Sb","Dry","14:50:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Unknown""]","Cloudy",0,33.77389,-84.390385,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","None and Ramp From I-7585 North To I-2","(C) Possible Injury / Complaint","Daylight","Entrance/Exit Ramp","Not a Collision with Motor Vehicle","Ramp From I-7585 North To I-2","Wet","08:38:00","Lap and Shoulder Belt Used","Rain",0,33.746037,-84.39104,"Atlanta","FULTON","Other - Fixed Object","Too Fast for Conditions","Other - Fixed Object"
0,0,"Gsp Post 00","2022-10-31","Pine Street and I-7585 North","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-7585 North","Wet","08:40:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.763581,-84.383183,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","None and I-85","(C) Possible Injury / Complaint","Dark-Not Lighted","On Roadway - Non-Intersection","Rear End","I-85","Wet","03:00:00","[""Unknown"",""Unknown"",""Unknown""]","Rain",0,33.790394,-84.390874,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Too Fast for Conditions","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Custer Ave Se and Benteen Ave Se","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Head On","Custer Ave Se","Dry","18:53:00","[""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.717134,-84.36667,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Turn","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","17Th St and I-7585 N","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-7585 N","Wet","08:30:00","[""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.791573,-84.391894,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Hamilton E Holmes Dr Nw and Donald Lee Hollowell Pkwy Nw","(O) No Injury","Dark-Lighted","On Roadway - Managed Lane (HOV, HOT, Reversible)","Rear End","Hamilton E Holmes Dr Nw","Dry","20:30:00","[""Unknown"",""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.776376,-84.473853,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","I-75 S and North Ave Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","North Ave Nw","Dry","16:36:00","[""Unknown"",""Unknown""]","Clear",0,33.771304,-84.39069,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","I-75S and Deering Rd","(O) No Injury","Dawn","On Roadway - Non-Intersection","Rear End","I-75S","Wet","07:45:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.7954,-84.392438,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Too Fast for Conditions"",""Following Too Close""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","None and I-20 Exit 51A Rp","(O) No Injury","Dark-Lighted","Entrance/Exit Ramp","Sideswipe-Same Direction","I-20 Exit 51A Rp","Dry","04:03:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.760963,-84.485389,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","Motor Vehicle in Motion"
0,0,"Gsp Post 00","2022-10-31","None and I-7585 North Entrance Ramp Fr","(O) No Injury","Dark-Not Lighted","Entrance/Exit Ramp","Sideswipe-Same Direction","I-7585 North Entrance Ramp Fr","Wet","07:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.745175,-84.39013,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-10-31","I-20 Eb and Joseph E Lowery","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Rear End","I-20 Eb","Dry","17:55:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.74144,-84.417317,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
1,0,"Gsp Post 00","2022-10-31","I-75 S and Deering Rd","(A) Suspected Serious Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-75 S","Dry","17:20:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.794161,-84.393445,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Too Fast for Conditions"",""Following Too Close""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","Bohler Rd Nw and Christophers Walk Nw","(C) Possible Injury / Complaint","Dark-Lighted","Off Roadway","Not a Collision with Motor Vehicle","Bohler Rd Nw","Water (standing or moving)","03:00:00","Lap and Shoulder Belt Used","Rain",0,33.818366,-84.430729,"Atlanta","FULTON","Other Non-Collision",,"Tree"
0,0,"Gsp Post 00","2022-10-31","Pine Street and I-7585 North","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-7585 North","Wet","08:10:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Rain",0,33.767132,-84.388181,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-10-31","None and I-85","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","I-85","Wet","00:40:00","Lap and Shoulder Belt Used","Rain",0,33.684303,-84.407823,"Atlanta","FULTON","Motor Vehicle in Motion","Too Fast for Conditions","Motor Vehicle in Motion"
0,0,"Atlanta Police Department","2022-10-31","None and I-85","(O) No Injury","Dark-Lighted","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-85","Wet","05:01:00","[""Unknown"",""Unknown""]","Rain",0,33.683717,-84.409322,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
